#NITER = 0 dk=0.720603
-512 0 0
-504 0 0
-500 0 0
-496 0 0
-492 0 0
-488 0 0
-484 0 0
-480 0 0
-476 0 0
-472 0 0
-468 0 0
-464 0 0
-460 0 0
-456 0 0
-452 0 0
-448 0 0
-444 0 0
-440 0 0
-436 0 0
-432 0 0
-428 0 0
-424 0 0
-420 0 0
-416 0 0
-412 0 0
-408 0 0
-404 0 0
-400 0 0
-396 0 0
-392 0 0
-388 0 0
-384 0 0
-380 0 0
-376 0 0
-372 0 0
-368 0 0
-364 0 0
-360 0 0
-356 0 0
-352 0 0
-348 0 0
-344 0 0
-340 0 0
-336 0 0
-332 0 0
-328 0 0
-324 0 0
-320 0 0
-316 0 0
-312 0 0
-308 0 0
-304 0 0
-300 0 0
-296 0 0
-292 0 0
-288 0 0
-284 0 0
-280 0 0
-276 0 0
-272 0 0
-268 0 0
-264 0 0
-260 0 0
-256 0 0
-252 0 0
-248 0 0
-244 0 0
-240 0 0
-236 0 0
-232 0 0
-228 0 0
-224 0 0
-220 0 0
-216 0 0
-212 0 0
-208 0 0
-204 0 0
-200 0 0
-196 0 0
-192 0 0
-188 0 0
-184 0 0
-180 0 0
-176 0 0
-172 0 0
-168 0 0
-164 0 0
-160 0 0
-156 0 0
-152 0 0
-148 0 0
-144 0 0
-140 0 0
-136 0 0
-132 0 0
-128 0 0
-124 0 0
-120 0 0
-116 0 0
-112 0 0
-108 0 0
-104 0 0
-100 0 0
-96 0 1
-92 0 1
-88 0 2
-84 0 1
-80 0 7
-76 0 5
-72 0 13
-68 0 17
-64 0 47
-60 0 56
-56 0 77
-52 0 154
-48 0 222
-44 0 290
-40 0 404
-36 0 513
-32 0 699
-28 0 884
-24 0 1096
-20 0 1182
-16 0 1416
-12 0 1637
-8 0 1814
-4 0 1895
0 0 1885
4 0 1830
8 0 1740
12 0 1699
16 0 1469
20 0 1293
24 0 1068
28 0 801
32 0 689
36 0 522
40 0 376
44 0 274
48 0 205
52 0 125
56 0 77
60 0 68
64 0 33
68 0 8
72 0 11
76 0 10
80 0 4
84 0 2
88 0 1
92 0 1
96 0 0
100 0 0
104 0 0
108 0 0
112 0 0
116 0 0
120 0 0
124 0 0
128 0 0
132 0 0
136 0 0
140 0 0
144 0 0
148 0 0
152 0 0
156 0 0
160 0 0
164 0 0
168 0 0
172 0 0
176 0 0
180 0 0
184 0 0
188 0 0
192 0 0
196 0 0
200 0 0
204 0 0
208 0 0
212 0 0
216 0 0
220 0 0
224 0 0
228 0 0
232 0 0
236 0 0
240 0 0
244 0 0
248 0 0
252 0 0
256 0 0
260 0 0
264 0 0
268 0 0
272 0 0
276 0 0
280 0 0
284 0 0
288 0 0
292 0 0
296 0 0
300 0 0
304 0 0
308 0 0
312 0 0
316 0 0
320 0 0
324 0 0
328 0 0
332 0 0
336 0 0
340 0 0
344 0 0
348 0 0
352 0 0
